face_width,face_length,forehead_width,jaw_width_est,ratio_len_width,ratio_jaw_forehead,face_shape
303.2674643649978,342.73219822010026,242.9874459699597,272.94071792849803,1.130131772650273,1.1232708575362802,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
303.2674643649978,342.73219822010026,242.9874459699597,272.94071792849803,1.130131772650273,1.1232708575362802,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,oval
241.9027494813561,285.49718622736407,201.65221206695975,217.7124745332205,1.1802147171095017,1.079643368262603,oval
241.9027494813561,285.49718622736407,201.65221206695975,217.7124745332205,1.1802147171095017,1.079643368262603,oval
241.9027494813561,285.49718622736407,201.65221206695975,217.7124745332205,1.1802147171095017,1.079643368262603,oval
303.2674643649978,342.73219822010026,242.9874459699597,272.94071792849803,1.130131772650273,1.1232708575362802,square
241.9027494813561,285.49718622736407,201.65221206695975,217.7124745332205,1.1802147171095017,1.079643368262603,oval
241.9027494813561,285.49718622736407,201.65221206695975,217.7124745332205,1.1802147171095017,1.079643368262603,oval
241.9027494813561,285.49718622736407,201.65221206695975,217.7124745332205,1.1802147171095017,1.079643368262603,square
228.57952160169643,286.40659683855404,192.44897971402443,205.72156944152678,1.2529844912556853,1.068966791501095,oval
303.2674643649978,342.73219822010026,242.9874459699597,272.94071792849803,1.130131772650273,1.1232708575362802,round
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
243.84454044052805,295.4741227729018,196.48265493581064,219.46008639647525,1.2117315443165901,1.1169438103899163,square
161.27857077492934,199.56541654276012,134.10696270321722,145.1507136974364,1.2373957330255976,1.08235030970248,oval
